sectperf;unit;geo;time;values
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2005-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);United States;2005-01-01;0.36
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2005-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2005-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2005-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2005-01-01;0.08
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2005-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2005-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2005-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Latvia;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Malta;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2005-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2005-01-01;0.09
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2005-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2005-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2005-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2005-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2005-01-01;2.37
All sectors;Percentage of gross domestic product (GDP);Belgium;2005-01-01;1.78
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2005-01-01;0.45
All sectors;Percentage of gross domestic product (GDP);Cyprus;2005-01-01;0.37
All sectors;Percentage of gross domestic product (GDP);Czechia;2005-01-01;1.17
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2005-01-01;2.43
All sectors;Percentage of gross domestic product (GDP);Denmark;2005-01-01;2.39
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2005-01-01;1.78
All sectors;Percentage of gross domestic product (GDP);Estonia;2005-01-01;0.92
All sectors;Percentage of gross domestic product (GDP);Greece;2005-01-01;0.58
All sectors;Percentage of gross domestic product (GDP);Spain;2005-01-01;1.1
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2005-01-01;1.74
All sectors;Percentage of gross domestic product (GDP);Finland;2005-01-01;3.33
All sectors;Percentage of gross domestic product (GDP);France;2005-01-01;2.05
All sectors;Percentage of gross domestic product (GDP);Croatia;2005-01-01;0.86
All sectors;Percentage of gross domestic product (GDP);Hungary;2005-01-01;0.92
All sectors;Percentage of gross domestic product (GDP);Ireland;2005-01-01;1.19
All sectors;Percentage of gross domestic product (GDP);Iceland;2005-01-01;2.69
All sectors;Percentage of gross domestic product (GDP);Italy;2005-01-01;1.05
All sectors;Percentage of gross domestic product (GDP);Japan;2005-01-01;3.18
All sectors;Percentage of gross domestic product (GDP);South Korea;2005-01-01;2.63
All sectors;Percentage of gross domestic product (GDP);Lithuania;2005-01-01;0.75
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2005-01-01;1.57
All sectors;Percentage of gross domestic product (GDP);Latvia;2005-01-01;0.53
All sectors;Percentage of gross domestic product (GDP);Malta;2005-01-01;0.53
All sectors;Percentage of gross domestic product (GDP);Netherlands;2005-01-01;1.77
All sectors;Percentage of gross domestic product (GDP);Norway;2005-01-01;1.48
All sectors;Percentage of gross domestic product (GDP);Poland;2005-01-01;0.56
All sectors;Percentage of gross domestic product (GDP);Portugal;2005-01-01;0.76
All sectors;Percentage of gross domestic product (GDP);Romania;2005-01-01;0.41
All sectors;Percentage of gross domestic product (GDP);Russia;2005-01-01;0.99
All sectors;Percentage of gross domestic product (GDP);Sweden;2005-01-01;3.38
All sectors;Percentage of gross domestic product (GDP);Slovenia;2005-01-01;1.41
All sectors;Percentage of gross domestic product (GDP);Slovakia;2005-01-01;0.49
All sectors;Percentage of gross domestic product (GDP);Turkey;2005-01-01;0.57
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2005-01-01;1.56
All sectors;Percentage of gross domestic product (GDP);United States;2005-01-01;2.52
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2006-01-01;1.66
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2006-01-01;1.26
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2006-01-01;0.11
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2006-01-01;0.09
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2006-01-01;0.72
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2006-01-01;1.72
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2006-01-01;1.61
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2006-01-01;1.14
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2006-01-01;0.5
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2006-01-01;0.17
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2006-01-01;0.65
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2006-01-01;1.12
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2006-01-01;2.38
Business enterprise sector;Percentage of gross domestic product (GDP);France;2006-01-01;1.29
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2006-01-01;0.27
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2006-01-01;0.47
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2006-01-01;0.79
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2006-01-01;1.54
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2006-01-01;0.53
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2006-01-01;2.53
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2006-01-01;2.19
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2006-01-01;0.22
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2006-01-01;1.43
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2006-01-01;0.33
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2006-01-01;0.38
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2006-01-01;0.94
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2006-01-01;0.78
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2006-01-01;0.17
Business enterprise sector;Percentage of gross domestic product (GDP);Portugal;2006-01-01;0.44
Business enterprise sector;Percentage of gross domestic product (GDP);Romania;2006-01-01;0.22
Business enterprise sector;Percentage of gross domestic product (GDP);Russia;2006-01-01;0.66
Business enterprise sector;Percentage of gross domestic product (GDP);Sweden;2006-01-01;2.61
Business enterprise sector;Percentage of gross domestic product (GDP);Slovenia;2006-01-01;0.92
Business enterprise sector;Percentage of gross domestic product (GDP);Slovakia;2006-01-01;0.2
Business enterprise sector;Percentage of gross domestic product (GDP);Turkey;2006-01-01;0.21
Business enterprise sector;Percentage of gross domestic product (GDP);United Kingdom;2006-01-01;0.98
Business enterprise sector;Percentage of gross domestic product (GDP);United States;2006-01-01;1.79
Government sector;Percentage of gross domestic product (GDP);Austria;2006-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Belgium;2006-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Bulgaria;2006-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Switzerland;2006-01-01;0.02
Government sector;Percentage of gross domestic product (GDP);Cyprus;2006-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Czechia;2006-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2006-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);Denmark;2006-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2006-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Estonia;2006-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Greece;2006-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Spain;2006-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2006-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Finland;2006-01-01;0.31
Government sector;Percentage of gross domestic product (GDP);France;2006-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);Croatia;2006-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Hungary;2006-01-01;0.25
Government sector;Percentage of gross domestic product (GDP);Ireland;2006-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Iceland;2006-01-01;0.59
Government sector;Percentage of gross domestic product (GDP);Italy;2006-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Japan;2006-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);South Korea;2006-01-01;0.33
Government sector;Percentage of gross domestic product (GDP);Lithuania;2006-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2006-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Latvia;2006-01-01;0.1
Government sector;Percentage of gross domestic product (GDP);Malta;2006-01-01;0.03
Government sector;Percentage of gross domestic product (GDP);Netherlands;2006-01-01;0.22
Government sector;Percentage of gross domestic product (GDP);Norway;2006-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Poland;2006-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Portugal;2006-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Romania;2006-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Russia;2006-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Sweden;2006-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Slovenia;2006-01-01;0.38
